Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[202]    0.0    0.00    0.00   28750         boost::noncopyable_::noncopyable::~noncopyable() [202]
-----------------------------------------------
                0.00    0.00   28750/28750       std::allocator<boost::multi_index::detail::sequenced_index_node<boost::multi_index::detail::ordered_index_node<boost::multi_index::detail::index_node_base<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > >, std::allocator<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > > > > > >::~allocator() [204]
[203]    0.0    0.00    0.00   28750         __gnu_cxx::new_allocator<boost::multi_index::detail::sequenced_index_node<boost::multi_index::detail::ordered_index_node<boost::multi_index::detail::index_node_base<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > >, std::allocator<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > > > > > >::~new_allocator() [203]
-----------------------------------------------
                0.00    0.00    8214/28750       boost::multi_index::multi_index_container<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > >, boost::multi_index::indexed_by<boost::multi_index::sequenced<boost::multi_index::tag<mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na> >, boost::multi_index::ordered_non_unique<boost::multi_index::tag<boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> >::subs::by_name, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na>, boost::multi_index::member<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > >, std::string const, &std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > >::first>, std::less<std::string> >, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na>, std::allocator<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > > >::multi_index_container(boost::multi_index::multi_index_container<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > >, boost::multi_index::indexed_by<boost::multi_index::sequenced<boost::multi_index::tag<mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na> >, boost::multi_index::ordered_non_unique<boost::multi_index::tag<boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> >::subs::by_name, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na>, boost::multi_index::member<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > >, std::string const, &std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > >::first>, std::less<std::string> >, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na>, std::allocator<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > > > const&) [339]
                0.00    0.00    8214/28750       boost::multi_index::detail::copy_map<boost::multi_index::detail::sequenced_index_node<boost::multi_index::detail::ordered_index_node<boost::multi_index::detail::index_node_base<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > >, std::allocator<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > > > > >, std::allocator<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > > >::~copy_map() [349]
                0.00    0.00   12322/28750       boost::base_from_member<std::allocator<boost::multi_index::detail::sequenced_index_node<boost::multi_index::detail::ordered_index_node<boost::multi_index::detail::index_node_base<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > >, std::allocator<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > > > > > >, 0>::~base_from_member() [296]
[204]    0.0    0.00    0.00   28750         std::allocator<boost::multi_index::detail::sequenced_index_node<boost::multi_index::detail::ordered_index_node<boost::multi_index::detail::index_node_base<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > >, std::allocator<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > > > > > >::~allocator() [204]
                0.00    0.00   28750/28750       __gnu_cxx::new_allocator<boost::multi_index::detail::sequenced_index_node<boost::multi_index::detail::ordered_index_node<boost::multi_index::detail::index_node_base<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > >, std::allocator<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > > > > > >::~new_allocator() [203]
-----------------------------------------------
                0.00    0.00   12322/28742       boost::multi_index::detail::sequenced_index_node<boost::multi_index::detail::ordered_index_node<boost::multi_index::detail::index_node_base<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > >, std::allocator<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > > > > >::prior() [294]
                0.00    0.00   16420/28742       boost::multi_index::detail::sequenced_index_node_impl<std::allocator<char> >::link(boost::multi_index::detail::sequenced_index_node_impl<std::allocator<char> >*, boost::multi_index::detail::sequenced_index_node_impl<std::allocator<char> >*) [416]
[205]    0.0    0.00    0.00   28742         boost::multi_index::detail::sequenced_index_node_impl<std::allocator<char> >::prior() [205]
-----------------------------------------------
                0.00    0.00   27686/27686       std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > const* boost::addressof<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > const>(std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > const&) [209]
[206]    0.0    0.00    0.00   27686         boost::detail::addr_impl_ref<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > const>::addr_impl_ref(std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > const&) [206]
-----------------------------------------------
                0.00    0.00   27686/27686       std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > const* boost::addressof<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > const>(std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > const&) [209]
[207]    0.0    0.00    0.00   27686         boost::detail::addressof_impl<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > const>::f(std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > const&, long) [207]
-----------------------------------------------
                0.00    0.00    5129/27686       boost::iterator_facade<boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> >::const_assoc_iterator, std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > >, boost::bidirectional_traversal_tag, std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > const&, int>::operator->() const [369]
                0.00    0.00   22557/27686       boost::iterator_facade<boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> >::const_iterator, std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > >, boost::bidirectional_traversal_tag, std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > const&, int>::operator->() const [240]
[208]    0.0    0.00    0.00   27686         boost::detail::operator_arrow_dispatch<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > const&, std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > const*>::apply(std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > const&) [208]
                0.00    0.00   27686/27686       std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > const* boost::addressof<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > const>(std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > const&) [209]
-----------------------------------------------
                0.00    0.00   27686/27686       boost::detail::operator_arrow_dispatch<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > const&, std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > const*>::apply(std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > const&) [208]
[209]    0.0    0.00    0.00   27686         std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > const* boost::addressof<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > const>(std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > const&) [209]
                0.00    0.00   27686/27686       boost::detail::addr_impl_ref<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > const>::addr_impl_ref(std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > const&) [206]
                0.00    0.00   27686/27686       boost::detail::addr_impl_ref<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > const>::operator std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > const&() const [210]
                0.00    0.00   27686/27686       boost::detail::addressof_impl<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > const>::f(std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > const&, long) [207]
-----------------------------------------------
                0.00    0.00   27686/27686       std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > const* boost::addressof<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > const>(std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > const&) [209]
[210]    0.0    0.00    0.00   27686         boost::detail::addr_impl_ref<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > const>::operator std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > const&() const [210]
-----------------------------------------------
                0.00    0.00   27682/27682       boost::optional_detail::optional_base<std::string>::get_impl() [216]
[211]    0.0    0.00    0.00   27682         boost::optional_detail::optional_base<std::string>::dereference(std::string*, mpl_::bool_<false>) [211]
-----------------------------------------------
                0.00    0.00   27682/27682       boost::optional_detail::optional_base<std::string>::destroy() [214]
[212]    0.0    0.00    0.00   27682         boost::optional_detail::optional_base<std::string>::destroy_impl(mpl_::bool_<false>) [212]
                0.00    0.00   27682/27682       boost::optional_detail::optional_base<std::string>::get_ptr_impl() [213]
-----------------------------------------------
                0.00    0.00   27682/27682       boost::optional_detail::optional_base<std::string>::destroy_impl(mpl_::bool_<false>) [212]
[213]    0.0    0.00    0.00   27682         boost::optional_detail::optional_base<std::string>::get_ptr_impl() [213]
                0.00    0.00   27682/55364       boost::optional_detail::optional_base<std::string>::get_object() [160]
                0.00    0.00   27682/27682       boost::optional_detail::optional_base<std::string>::cast_ptr(std::string*, mpl_::bool_<false>) [215]
-----------------------------------------------
                0.00    0.00   27682/27682       boost::optional_detail::optional_base<std::string>::~optional_base() [219]
[214]    0.0    0.00    0.00   27682         boost::optional_detail::optional_base<std::string>::destroy() [214]
                0.00    0.00   27682/27682       boost::optional_detail::optional_base<std::string>::destroy_impl(mpl_::bool_<false>) [212]
-----------------------------------------------
                0.00    0.00   27682/27682       boost::optional_detail::optional_base<std::string>::get_ptr_impl() [213]
[215]    0.0    0.00    0.00   27682         boost::optional_detail::optional_base<std::string>::cast_ptr(std::string*, mpl_::bool_<false>) [215]
-----------------------------------------------
                0.00    0.00   27682/27682       boost::optional<std::string>::get() [220]
[216]    0.0    0.00    0.00   27682         boost::optional_detail::optional_base<std::string>::get_impl() [216]
                0.00    0.00   27682/55364       boost::optional_detail::optional_base<std::string>::get_object() [160]
                0.00    0.00   27682/27682       boost::optional_detail::optional_base<std::string>::dereference(std::string*, mpl_::bool_<false>) [211]
-----------------------------------------------
                0.00    0.00   27682/27682       boost::optional_detail::optional_base<std::string>::optional_base(std::string const&) [218]
[217]    0.0    0.00    0.00   27682         boost::optional_detail::optional_base<std::string>::construct(std::string const&) [217]
                0.00    0.00   27682/83046       boost::optional_detail::aligned_storage<std::string>::address() [155]
                0.00    0.00   27682/557018      operator new(unsigned int, void*) [104]
-----------------------------------------------
                0.00    0.00   27682/27682       boost::optional<std::string>::optional(std::string const&) [221]
[218]    0.0    0.00    0.00   27682         boost::optional_detail::optional_base<std::string>::optional_base(std::string const&) [218]
                0.00    0.00   27682/34862       boost::optional_detail::optional_tag::optional_tag() [193]
                0.00    0.00   27682/27682       boost::optional_detail::optional_base<std::string>::construct(std::string const&) [217]
-----------------------------------------------
                0.00    0.00   27682/27682       boost::optional<std::string>::~optional() [222]
[219]    0.0    0.00    0.00   27682         boost::optional_detail::optional_base<std::string>::~optional_base() [219]
                0.00    0.00   27682/27682       boost::optional_detail::optional_base<std::string>::destroy() [214]
-----------------------------------------------
                0.00    0.00   27682/27682       boost::optional<std::string>::operator*() [223]
[220]    0.0    0.00    0.00   27682         boost::optional<std::string>::get() [220]
                0.00    0.00   27682/27682       boost::optional_detail::optional_base<std::string>::is_initialized() const [224]
                0.00    0.00   27682/27682       boost::optional_detail::optional_base<std::string>::get_impl() [216]
-----------------------------------------------
                0.00    0.00    1024/27682       boost::property_tree::stream_translator<char, std::char_traits<char>, std::allocator<char>, long>::put_value(long const&) [588]
                0.00    0.00    1025/27682       boost::property_tree::stream_translator<char, std::char_traits<char>, std::allocator<char>, double>::put_value(double const&) [529]
                0.00    0.00    1027/27682       boost::property_tree::stream_translator<char, std::char_traits<char>, std::allocator<char>, int>::put_value(int const&) [509]
                0.00    0.00   24606/27682       boost::property_tree::id_translator<std::string>::get_value(std::string const&) [237]
[221]    0.0    0.00    0.00   27682         boost::optional<std::string>::optional(std::string const&) [221]
                0.00    0.00   27682/27682       boost::optional_detail::optional_base<std::string>::optional_base(std::string const&) [218]
-----------------------------------------------
                0.00    0.00    1024/27682       void boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> >::put_value<long, boost::property_tree::stream_translator<char, std::char_traits<char>, std::allocator<char>, long> >(long const&, boost::property_tree::stream_translator<char, std::char_traits<char>, std::allocator<char>, long>) [586]
                0.00    0.00    1025/27682       void boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> >::put_value<double, boost::property_tree::stream_translator<char, std::char_traits<char>, std::allocator<char>, double> >(double const&, boost::property_tree::stream_translator<char, std::char_traits<char>, std::allocator<char>, double>) [527]
                0.00    0.00    1027/27682       void boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> >::put_value<int, boost::property_tree::stream_translator<char, std::char_traits<char>, std::allocator<char>, int> >(int const&, boost::property_tree::stream_translator<char, std::char_traits<char>, std::allocator<char>, int>) [507]
                0.00    0.00    3076/27682       boost::enable_if<boost::property_tree::detail::is_translator<boost::property_tree::id_translator<std::string> >, std::string>::type boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> >::get_value<std::string, boost::property_tree::id_translator<std::string> >(boost::property_tree::id_translator<std::string>) const [462]
                0.00    0.00   21530/27682       boost::property_tree::string_path<std::string, boost::property_tree::id_translator<std::string> >::reduce() [246]
[222]    0.0    0.00    0.00   27682         boost::optional<std::string>::~optional() [222]
                0.00    0.00   27682/27682       boost::optional_detail::optional_base<std::string>::~optional_base() [219]
-----------------------------------------------
                0.00    0.00    1024/27682       void boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> >::put_value<long, boost::property_tree::stream_translator<char, std::char_traits<char>, std::allocator<char>, long> >(long const&, boost::property_tree::stream_translator<char, std::char_traits<char>, std::allocator<char>, long>) [586]
                0.00    0.00    1025/27682       void boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> >::put_value<double, boost::property_tree::stream_translator<char, std::char_traits<char>, std::allocator<char>, double> >(double const&, boost::property_tree::stream_translator<char, std::char_traits<char>, std::allocator<char>, double>) [527]
                0.00    0.00    1027/27682       void boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> >::put_value<int, boost::property_tree::stream_translator<char, std::char_traits<char>, std::allocator<char>, int> >(int const&, boost::property_tree::stream_translator<char, std::char_traits<char>, std::allocator<char>, int>) [507]
                0.00    0.00    3076/27682       boost::enable_if<boost::property_tree::detail::is_translator<boost::property_tree::id_translator<std::string> >, std::string>::type boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> >::get_value<std::string, boost::property_tree::id_translator<std::string> >(boost::property_tree::id_translator<std::string>) const [462]
                0.00    0.00   21530/27682       boost::property_tree::string_path<std::string, boost::property_tree::id_translator<std::string> >::reduce() [246]
[223]    0.0    0.00    0.00   27682         boost::optional<std::string>::operator*() [223]
                0.00    0.00   27682/27682       boost::optional<std::string>::get() [220]
-----------------------------------------------
                0.00    0.00   27682/27682       boost::optional<std::string>::get() [220]
[224]    0.0    0.00    0.00   27682         boost::optional_detail::optional_base<std::string>::is_initialized() const [224]
-----------------------------------------------
                0.00    0.00   27682/27682       boost::optional<std::string>::operator bool (boost::optional_detail::optional_base<std::string>::*)() const() const [226]
[225]    0.0    0.00    0.00   27682         boost::optional_detail::optional_base<std::string>::safe_bool() const [225]
-----------------------------------------------
                0.00    0.00    1024/27682       void boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> >::put_value<long, boost::property_tree::stream_translator<char, std::char_traits<char>, std::allocator<char>, long> >(long const&, boost::property_tree::stream_translator<char, std::char_traits<char>, std::allocator<char>, long>) [586]
                0.00    0.00    1025/27682       void boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> >::put_value<double, boost::property_tree::stream_translator<char, std::char_traits<char>, std::allocator<char>, double> >(double const&, boost::property_tree::stream_translator<char, std::char_traits<char>, std::allocator<char>, double>) [527]
                0.00    0.00    1027/27682       void boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> >::put_value<int, boost::property_tree::stream_translator<char, std::char_traits<char>, std::allocator<char>, int> >(int const&, boost::property_tree::stream_translator<char, std::char_traits<char>, std::allocator<char>, int>) [507]
                0.00    0.00    3076/27682       boost::enable_if<boost::property_tree::detail::is_translator<boost::property_tree::id_translator<std::string> >, std::string>::type boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> >::get_value<std::string, boost::property_tree::id_translator<std::string> >(boost::property_tree::id_translator<std::string>) const [462]
                0.00    0.00   21530/27682       boost::property_tree::string_path<std::string, boost::property_tree::id_translator<std::string> >::reduce() [246]
[226]    0.0    0.00    0.00   27682         boost::optional<std::string>::operator bool (boost::optional_detail::optional_base<std::string>::*)() const() const [226]
                0.00    0.00   27682/27682       boost::optional_detail::optional_base<std::string>::safe_bool() const [225]
-----------------------------------------------
                0.00    0.00   12322/26855       boost::multi_index::detail::ordered_index<boost::multi_index::member<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > >, std::string const, &std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > >::first>, std::less<std::string>, boost::multi_index::detail::nth_layer<2, std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > >, boost::multi_index::indexed_by<boost::multi_index::sequenced<boost::multi_index::tag<mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na> >, boost::multi_index::ordered_non_unique<boost::multi_index::tag<boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> >::subs::by_name, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na>, boost::multi_index::member<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > >, std::string const, &std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > >::first>, std::less<std::string> >, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na>, std::allocator<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > > >, boost::mpl::v_item<boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> >::subs::by_name, boost::mpl::vector0<mpl_::na>, 0>, boost::multi_index::detail::ordered_non_unique_tag>::empty_initialize() [289]
                0.00    0.00   14533/26855       boost::multi_index::detail::ordered_index_node_impl<std::allocator<char> >::rebalance(boost::multi_index::detail::ordered_index_node_impl<std::allocator<char> >*, boost::multi_index::detail::ordered_index_node_compressed_base<std::allocator<char> >::parent_ref) [415]
[227]    0.0    0.00    0.00   26855         boost::multi_index::detail::ordered_index_node_compressed_base<std::allocator<char> >::color_ref::operator=(boost::multi_index::detail::ordered_index_color) [227]
-----------------------------------------------
                0.00    0.00    4105/26662       boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> >::iterator::dereference() const [424]
                0.00    0.00   22557/26662       boost::iterator_adaptor<boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> >::const_iterator, boost::multi_index::detail::bidir_node_iterator<boost::multi_index::detail::sequenced_index_node<boost::multi_index::detail::ordered_index_node<boost::multi_index::detail::index_node_base<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > >, std::allocator<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > > > > > >, boost::use_default, boost::use_default, boost::use_default, boost::use_default>::dereference() const [241]
[228]    0.0    0.00    0.00   26662         boost::multi_index::detail::bidir_node_iterator<boost::multi_index::detail::sequenced_index_node<boost::multi_index::detail::ordered_index_node<boost::multi_index::detail::index_node_base<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > >, std::allocator<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > > > > > >::operator*() const [228]
                0.00    0.00   26662/172576      boost::multi_index::detail::index_node_base<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > >, std::allocator<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > > >::value() [138]
-----------------------------------------------
                0.00    0.00    2276/25822       boost::multi_index::detail::ordered_index_node_impl<std::allocator<char> >::rotate_left(boost::multi_index::detail::ordered_index_node_impl<std::allocator<char> >*, boost::multi_index::detail::ordered_index_node_compressed_base<std::allocator<char> >::parent_ref) [503]
                0.00    0.00    2705/25822       boost::multi_index::detail::ordered_index_node_impl<std::allocator<char> >::rotate_right(boost::multi_index::detail::ordered_index_node_impl<std::allocator<char> >*, boost::multi_index::detail::ordered_index_node_compressed_base<std::allocator<char> >::parent_ref) [504]
                0.00    0.00    3386/25822       boost::multi_index::detail::ordered_index_node_compressed_base<std::allocator<char> >::parent_ref::operator=(boost::multi_index::detail::ordered_index_node_compressed_base<std::allocator<char> >::parent_ref const&) [447]
                0.00    0.00    5133/25822       boost::multi_index::detail::ordered_index_node_impl<std::allocator<char> >::link(boost::multi_index::detail::ordered_index_node_impl<std::allocator<char> >*, boost::multi_index::detail::ordered_index_side, boost::multi_index::detail::ordered_index_node_impl<std::allocator<char> >*, boost::multi_index::detail::ordered_index_node_impl<std::allocator<char> >*) [414]
                0.00    0.00   12322/25822       boost::multi_index::detail::ordered_index<boost::multi_index::member<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > >, std::string const, &std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > >::first>, std::less<std::string>, boost::multi_index::detail::nth_layer<2, std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > >, boost::multi_index::indexed_by<boost::multi_index::sequenced<boost::multi_index::tag<mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na> >, boost::multi_index::ordered_non_unique<boost::multi_index::tag<boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> >::subs::by_name, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na>, boost::multi_index::member<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > >, std::string const, &std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > >::first>, std::less<std::string> >, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na, mpl_::na>, std::allocator<std::pair<std::string const, boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> > > > >, boost::mpl::v_item<boost::property_tree::basic_ptree<std::string, std::string, std::less<std::string> >::subs::by_name, boost::mpl::vector0<mpl_::na>, 0>, boost::multi_index::detail::ordered_non_unique_tag>::empty_initialize() [289]
[229]    0.0    0.00    0.00   25822         boost::multi_index::detail::ordered_index_node_compressed_base<std::allocator<char> >::parent_ref::operator=(boost::multi_index::detail::ordered_index_node_impl<std::allocator<char> >*) [229]
-----------------------------------------------
